Test Year,Cost,Algorithm,BestModel,Predictors 
2016,50,XGB,"XGBClassifier(base_score=0.5, booster='gbtree', colsample_bylevel=1,
              colsample_bynode=1, colsample_bytree=1.0, eta=0.3, gamma=0,
              gpu_id=-1, importance_type='gain', interaction_constraints='',
              learning_rate=0.300000012, max_delta_step=0, max_depth=6,
              min_child_weight=5, missing=nan, monotone_constraints='()',
              n_estimators=100, n_jobs=0, num_parallel_tree=1, random_state=0,
              reg_alpha=0, reg_lambda=1, scale_pos_weight=1, subsample=1.0,
              tree_method='exact', validate_parameters=1, verbosity=None)",Raw ARVs + BMK2
2016,60,XGB,"XGBClassifier(base_score=0.5, booster='gbtree', colsample_bylevel=1,
              colsample_bynode=1, colsample_bytree=1.0, eta=0.3, gamma=0,
              gpu_id=-1, importance_type='gain', interaction_constraints='',
              learning_rate=0.300000012, max_delta_step=0, max_depth=6,
              min_child_weight=5, missing=nan, monotone_constraints='()',
              n_estimators=100, n_jobs=0, num_parallel_tree=1, random_state=0,
              reg_alpha=0, reg_lambda=1, scale_pos_weight=1, subsample=1.0,
              tree_method='exact', validate_parameters=1, verbosity=None)",Raw ARVs + BMK2
2017,1,XGB,"XGBClassifier(base_score=0.5, booster='gbtree', colsample_bylevel=1,
              colsample_bynode=1, colsample_bytree=1.0, eta=0.2, gamma=0,
              gpu_id=-1, importance_type='gain', interaction_constraints='',
              learning_rate=0.200000003, max_delta_step=0, max_depth=3,
              min_child_weight=1, missing=nan, monotone_constraints='()',
              n_estimators=100, n_jobs=0, num_parallel_tree=1, random_state=0,
              reg_alpha=0, reg_lambda=1, scale_pos_weight=1, subsample=0.5,
              tree_method='exact', validate_parameters=1, verbosity=None)",Raw ARVs + BMK2
2017,20,XGB,"XGBClassifier(base_score=0.5, booster='gbtree', colsample_bylevel=1,
              colsample_bynode=1, colsample_bytree=1.0, eta=0.2, gamma=0,
              gpu_id=-1, importance_type='gain', interaction_constraints='',
              learning_rate=0.200000003, max_delta_step=0, max_depth=3,
              min_child_weight=1, missing=nan, monotone_constraints='()',
              n_estimators=100, n_jobs=0, num_parallel_tree=1, random_state=0,
              reg_alpha=0, reg_lambda=1, scale_pos_weight=1, subsample=0.5,
              tree_method='exact', validate_parameters=1, verbosity=None)",Raw ARVs + BMK2
2017,30,XGB,"XGBClassifier(base_score=0.5, booster='gbtree', colsample_bylevel=1,
              colsample_bynode=1, colsample_bytree=1.0, eta=0.2, gamma=0,
              gpu_id=-1, importance_type='gain', interaction_constraints='',
              learning_rate=0.200000003, max_delta_step=0, max_depth=3,
              min_child_weight=1, missing=nan, monotone_constraints='()',
              n_estimators=100, n_jobs=0, num_parallel_tree=1, random_state=0,
              reg_alpha=0, reg_lambda=1, scale_pos_weight=1, subsample=0.5,
              tree_method='exact', validate_parameters=1, verbosity=None)",Raw ARVs + BMK2
2017,40,XGB,"XGBClassifier(base_score=0.5, booster='gbtree', colsample_bylevel=1,
              colsample_bynode=1, colsample_bytree=1.0, eta=0.2, gamma=0,
              gpu_id=-1, importance_type='gain', interaction_constraints='',
              learning_rate=0.200000003, max_delta_step=0, max_depth=3,
              min_child_weight=1, missing=nan, monotone_constraints='()',
              n_estimators=100, n_jobs=0, num_parallel_tree=1, random_state=0,
              reg_alpha=0, reg_lambda=1, scale_pos_weight=1, subsample=0.5,
              tree_method='exact', validate_parameters=1, verbosity=None)",Raw ARVs + BMK2
2017,50,XGB,"XGBClassifier(base_score=0.5, booster='gbtree', colsample_bylevel=1,
              colsample_bynode=1, colsample_bytree=1.0, eta=0.2, gamma=0,
              gpu_id=-1, importance_type='gain', interaction_constraints='',
              learning_rate=0.200000003, max_delta_step=0, max_depth=3,
              min_child_weight=1, missing=nan, monotone_constraints='()',
              n_estimators=100, n_jobs=0, num_parallel_tree=1, random_state=0,
              reg_alpha=0, reg_lambda=1, scale_pos_weight=1, subsample=0.5,
              tree_method='exact', validate_parameters=1, verbosity=None)",Raw ARVs + BMK2
2017,60,XGB,"XGBClassifier(base_score=0.5, booster='gbtree', colsample_bylevel=1,
              colsample_bynode=1, colsample_bytree=1.0, eta=0.01, gamma=0,
              gpu_id=-1, importance_type='gain', interaction_constraints='',
              learning_rate=0.00999999978, max_delta_step=0, max_depth=3,
              min_child_weight=1, missing=nan, monotone_constraints='()',
              n_estimators=100, n_jobs=0, num_parallel_tree=1, random_state=0,
              reg_alpha=0, reg_lambda=1, scale_pos_weight=1, subsample=0.5,
              tree_method='exact', validate_parameters=1, verbosity=None)",Raw ARVs + BMK2
2015,1,LR,LogisticRegression(),Raw ARVs + BMK2
2015,20,LR,"LogisticRegression(C=0.1, penalty='none')",Raw ARVs + BMK2
2015,30,LR,"LogisticRegression(C=0.1, penalty='none')",Raw ARVs + BMK2
2015,40,LR,"LogisticRegression(C=0.1, penalty='none')",Raw ARVs + BMK2
2015,50,LR,"LogisticRegression(C=0.1, penalty='none')",Raw ARVs + BMK2
2015,60,LR,"LogisticRegression(C=0.1, penalty='none')",Raw ARVs + BMK2
2016,1,LR,LogisticRegression(C=0.1),Raw ARVs + BMK2
2016,20,LR,LogisticRegression(C=0.1),Raw ARVs + BMK2
2016,30,LR,LogisticRegression(C=0.1),Raw ARVs + BMK2
2016,40,LR,LogisticRegression(C=0.1),Raw ARVs + BMK2
2016,50,LR,LogisticRegression(C=0.1),Raw ARVs + BMK2
2016,60,LR,LogisticRegression(C=0.1),Raw ARVs + BMK2
2017,1,LR,"LogisticRegression(penalty='none', solver='sag')",Raw ARVs + BMK2
2017,20,LR,"LogisticRegression(penalty='none', solver='sag')",Raw ARVs + BMK2
2017,30,LR,"LogisticRegression(penalty='none', solver='sag')",Raw ARVs + BMK2
2017,40,LR,"LogisticRegression(penalty='none', solver='sag')",Raw ARVs + BMK2
2017,50,LR,"LogisticRegression(penalty='none', solver='sag')",Raw ARVs + BMK2
2017,60,LR,"LogisticRegression(penalty='none', solver='sag')",Raw ARVs + BMK2
2015,1,SVM,"SVC(C=0.1, kernel='linear')",Raw ARVs + BMK2
2015,20,SVM,SVC(C=10.0),Raw ARVs + BMK2
2015,30,SVM,"SVC(C=10.0, kernel='linear')",Raw ARVs + BMK2
2015,40,SVM,"SVC(C=10.0, kernel='linear')",Raw ARVs + BMK2
2015,50,SVM,"SVC(C=10.0, kernel='linear')",Raw ARVs + BMK2
2015,60,SVM,"SVC(C=10.0, kernel='linear')",Raw ARVs + BMK2
2016,1,SVM,"SVC(C=10.0, kernel='poly')",Raw ARVs + BMK2
2016,20,SVM,SVC(C=10.0),Raw ARVs + BMK2
2016,30,SVM,SVC(C=10.0),Raw ARVs + BMK2
2016,40,SVM,SVC(C=10.0),Raw ARVs + BMK2
2016,50,SVM,SVC(C=10.0),Raw ARVs + BMK2
2016,60,SVM,SVC(C=10.0),Raw ARVs + BMK2
2017,1,SVM,"SVC(C=10.0, kernel='poly')",Raw ARVs + BMK2
2017,20,SVM,"SVC(C=0.1, kernel='linear')",Raw ARVs + BMK2
2017,30,SVM,SVC(kernel='linear'),Raw ARVs + BMK2
2017,40,SVM,"SVC(C=0.1, kernel='linear')",Raw ARVs + BMK2
2017,50,SVM,"SVC(C=10.0, gamma='auto')",Raw ARVs + BMK2
2017,60,SVM,"SVC(C=0.1, kernel='linear')",Raw ARVs + BMK2
2015,1,GB,"GradientBoostingClassifier(max_features='sqrt', min_samples_leaf=3,
                           min_samples_split=6)",Raw ARVs + BMK2
2015,20,GB,"GradientBoostingClassifier(max_features='sqrt', min_samples_leaf=3,
                           min_samples_split=6)",Raw ARVs + BMK2
2015,30,GB,"GradientBoostingClassifier(max_features='sqrt', min_samples_leaf=3,
                           min_samples_split=6)",Raw ARVs + BMK2
2015,40,GB,"GradientBoostingClassifier(max_features='sqrt', min_samples_leaf=3,
                           min_samples_split=6)",Raw ARVs + BMK2
2015,50,GB,"GradientBoostingClassifier(max_features='sqrt', min_samples_leaf=3,
                           min_samples_split=6)",Raw ARVs + BMK2
2015,60,GB,"GradientBoostingClassifier(max_features='sqrt', min_samples_leaf=3,
                           min_samples_split=6)",Raw ARVs + BMK2
2016,1,GB,"GradientBoostingClassifier(max_depth=5, max_features='sqrt',
                           min_samples_split=4)",Raw ARVs + BMK2
2016,20,GB,"GradientBoostingClassifier(max_depth=5, max_features='sqrt',
                           min_samples_split=4)",Raw ARVs + BMK2
2016,30,GB,"GradientBoostingClassifier(max_depth=5, max_features='sqrt',
                           min_samples_split=4)",Raw ARVs + BMK2
2016,40,GB,"GradientBoostingClassifier(max_depth=5, max_features='sqrt',
                           min_samples_split=4)",Raw ARVs + BMK2
2016,50,GB,"GradientBoostingClassifier(max_depth=5, max_features='sqrt',
                           min_samples_split=4)",Raw ARVs + BMK2
2016,60,GB,"GradientBoostingClassifier(max_depth=5, max_features='sqrt',
                           min_samples_split=4)",Raw ARVs + BMK2
2017,1,GB,"GradientBoostingClassifier(max_features='sqrt', min_samples_leaf=3)",Raw ARVs + BMK2
2017,20,GB,"GradientBoostingClassifier(max_features='sqrt', min_samples_leaf=3)",Raw ARVs + BMK2
2017,30,GB,"GradientBoostingClassifier(max_features='sqrt', min_samples_leaf=3)",Raw ARVs + BMK2
2017,40,GB,"GradientBoostingClassifier(max_features='sqrt', min_samples_leaf=3)",Raw ARVs + BMK2
2017,50,GB,"GradientBoostingClassifier(max_features='sqrt', min_samples_leaf=3)",Raw ARVs + BMK2
2017,60,GB,"GradientBoostingClassifier(max_features='sqrt', min_samples_leaf=3)",Raw ARVs + BMK2
2015,1,RF,"RandomForestClassifier(max_depth=10, max_features='sqrt', min_samples_split=5,
                       n_estimators=200)",Raw ARVs + BMK2
2015,20,RF,"RandomForestClassifier(max_depth=10, max_features='sqrt', min_samples_split=5,
                       n_estimators=200)",Raw ARVs + BMK2
2015,30,RF,"RandomForestClassifier(max_depth=10, max_features='sqrt', min_samples_split=5,
                       n_estimators=200)",Raw ARVs + BMK2
2015,40,RF,"RandomForestClassifier(max_depth=10, max_features='sqrt', min_samples_split=5,
                       n_estimators=200)",Raw ARVs + BMK2
2015,50,RF,"RandomForestClassifier(max_depth=10, max_features='sqrt', min_samples_split=5,
                       n_estimators=200)",Raw ARVs + BMK2
2015,60,RF,"RandomForestClassifier(max_depth=10, max_features='sqrt', min_samples_split=5,
                       n_estimators=200)",Raw ARVs + BMK2
2016,1,RF,"RandomForestClassifier(max_depth=10, min_samples_split=10, n_estimators=50)",Raw ARVs + BMK2
2016,20,RF,"RandomForestClassifier(max_depth=10, min_samples_split=10, n_estimators=50)",Raw ARVs + BMK2
2016,30,RF,"RandomForestClassifier(max_depth=10, min_samples_split=10, n_estimators=50)",Raw ARVs + BMK2
2016,40,RF,"RandomForestClassifier(max_depth=10, min_samples_split=10, n_estimators=50)",Raw ARVs + BMK2
2016,50,RF,"RandomForestClassifier(max_depth=10, min_samples_split=10, n_estimators=50)",Raw ARVs + BMK2
2016,60,RF,"RandomForestClassifier(max_depth=10, min_samples_split=10, n_estimators=50)",Raw ARVs + BMK2
2017,1,RF,"RandomForestClassifier(max_depth=10, min_samples_split=5, n_estimators=50)",Raw ARVs + BMK2
2017,20,RF,"RandomForestClassifier(max_depth=10, min_samples_split=5, n_estimators=50)",Raw ARVs + BMK2
2017,30,RF,"RandomForestClassifier(max_depth=10, min_samples_split=5, n_estimators=50)",Raw ARVs + BMK2
2017,40,RF,"RandomForestClassifier(max_depth=10, min_samples_split=5, n_estimators=50)",Raw ARVs + BMK2
2017,50,RF,"RandomForestClassifier(max_depth=10, min_samples_split=5, n_estimators=50)",Raw ARVs + BMK2
2017,60,RF,"RandomForestClassifier(max_depth=10, min_samples_split=5, n_estimators=50)",Raw ARVs + BMK2
